fix_id|fault_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
7188|1886|Inspect, clean and reseat the DEF line heater connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the DEF line heater circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
7189|1886|Test the DEF line heater circuit for opens, shorts and correct supply voltage|3|Fleet technician|5.0|60.0|1.0|1. Back-probe the circuit at the connector with the harness connected • 2. Check for supply voltage, continuity to the controller and resistance to ground/battery • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
7418|1951|Replace the DEF supply module pump|1|Dealer / specialist|500.0|1600.0|2.5|1. Relieve system pressure and disconnect DEF lines and the electrical connector at the DEF supply module pump • 2. Remove and replace the module/pump assembly with new seals per OEM procedure • 3. Prime the system, clear codes and confirm pressure and flow reach spec
7419|1951|Clear the DEF supply module pump's inlet strainer and suction line of blockage|2|Fleet technician|20.0|150.0|1.2|1. Relieve system pressure and disconnect the suction line at the tank • 2. Pull the in-tank strainer and clear crystallized DEF or debris; check the suction line and fittings for a loose connection drawing air • 3. Reinstall, prime per OEM procedure, clear codes and confirm pressure builds normally
7420|1951|Inspect and clean the DEF supply module pump connector|3|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the DEF supply module pump • 2. Check pins for corrosion and DEF crystal deposits (a white crusty residue) that block the terminals • 3. Clean, apply dielectric grease, reseat, clear codes
7421|1951|Test the DEF supply module pump power, ground and control circuits|4|Fleet technician|5.0|80.0|1.3|1. Back-probe the power, ground and PWM/control signal pins at the connector • 2. Check for battery voltage at the power pin, a clean ground and a valid control signal from the DCU • 3. Repair the faulted circuit, clear codes and re-test
7673|2016|Replace the failed bulb, LED module or indicator|1|Fleet technician|5.0|60.0|0.4|1. Confirm the bulb/LED itself is not simply burned out • 2. Replace the bulb or indicator module • 3. Clear codes and verify the indicator responds to a commanded test
7674|2016|Inspect and clean the dashboard warning lamp or indicator connector|2|Fleet technician|0.0|10.0|0.3|1. Key off, unplug the lamp/indicator connector • 2. Check pins for corrosion or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
7675|2016|Test the dashboard warning lamp or indicator output driver circuit|3|Fleet technician|5.0|45.0|0.8|1. Back-probe the output pin at the ECU/module connector • 2. Check for a short to ground/battery or an open in the wiring to the lamp/indicator • 3. Repair as needed, clear codes
7913|2081|Replace the fuel injector|1|Dealer / specialist|120.0|650.0|1.8|1. Confirm which cylinder/position is faulted from live data or cylinder cutout test • 2. Remove and replace the injector, use new seals/washers per OEM spec • 3. Torque to spec, prime the fuel system, clear codes and road-test
7914|2081|Inspect and clean the fuel injector connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the injector connector • 2. Check pins for corrosion, heat damage or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
7915|2081|Test the fuel injector driver circuit resistance and wiring|3|Fleet technician|5.0|70.0|1.3|1. Measure coil/solenoid resistance at the connector against OEM spec • 2. Check the harness back to the ECU/injector driver for opens or shorts • 3. Repair or replace the harness section as needed, clear codes
7916|2081|Perform injector trim/coding reset after service|4|Dealer / specialist|0.0|150.0|0.8|1. Enter the injector serial/trim code from the new injector into the ECU (or reset adaptive trims) using the OEM diagnostic tool • 2. Clear codes • 3. Verify smooth idle and no misfire/imbalance codes return
8163|2146|Replace the NOx sensor, downstream of SCR|1|Dealer / specialist|300.0|700.0|1.2|1. Confirm the fault follows the NOx sensor, downstream of SCR and not the harness with a swap or resistance check • 2. Remove and replace the sensor at its mounting boss (exhaust pipe for NOx/O2/NH3 sensors, DEF tank for a quality sensor), torquing/sealing per spec - these are heated, CAN-networked smart sensors; aftermarket HD units commonly run $300-700 • 3. Clear codes, allow the sensor to complete its power-up self-test, and verify normal operation through a duty cycle
8164|2146|Check NOx sensor, downstream of SCR calibration/learned values with a service tool|2|Fleet technician|0.0|0.0|0.6|1. Connect a service tool and compare the sensor's live reading against a known reference (refractometer for DEF quality, a second sensor, or a bench check) • 2. Run the OEM's sensor learn/reset procedure if the reading is offset but the circuit tests good • 3. Clear codes and confirm the reading holds through a duty cycle
8165|2146|Inspect, clean and reseat the NOx sensor, downstream of SCR connector|3|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the NOx sensor, downstream of SCR circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
8166|2146|Test the NOx sensor, downstream of SCR heater, signal and CAN sub-network circuits|4|Fleet technician|5.0|80.0|1.2|1. Back-probe the heater supply, signal and network pins at the connector • 2. Check for battery voltage at the heater pin, correct signal reference and continuity/termination on the sensor's local CAN sub-network • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
8412|2211|Verify the underlying system condition the sensor is reporting|1|Fleet technician|0.0|400.0|1.0|1. Confirm whether the out-of-range reading reflects a real system fault or a bad sensor • 2. Inspect the related system for the root physical cause • 3. Repair as needed, then clear codes and re-verify
8413|2211|Replace the intake or charge-air temperature sensor|2|Fleet technician|25.0|150.0|0.7|1. Confirm the sensor's live reading against a known-good reference (scan tool or hand-held meter) • 2. Remove and replace the sensor, torque per OEM spec • 3. Clear codes and verify the new reading tracks correctly
8414|2211|Inspect and clean the intake or charge-air temperature sensor connector|3|Fleet technician|0.0|15.0|0.5|1. Key off, unplug the sensor connector • 2. Check pins for corrosion, bent terminals or moisture intrusion • 3. Apply dielectric grease, reseat the connector, clear codes and recheck live data
8415|2211|Test the intake or charge-air temperature sensor signal, ground and reference circuits|4|Fleet technician|5.0|60.0|1.2|1. Back-probe the signal, ground and 5V/8V reference pins at the ECU connector • 2. Check for opens, shorts to ground/battery and resistance in range • 3. Repair chafed or corroded wiring, reseal splices, clear codes
8654|2276|Replace the controller or module if the fault persists|1|Dealer / specialist|300.0|3000.0|2.5|1. Confirm the fault returns after a reflash and clean power/ground • 2. Replace the affected controller/module and reconfigure • 3. Clear codes and verify with a full scan
8655|2276|Reflash/reprogram the controller reporting this parameter|2|Dealer / specialist|0.0|300.0|1.4|1. Connect the OEM diagnostic tool and check for a calibration update • 2. Reflash the controller • 3. Clear codes and re-scan
8656|2276|Check the controller's power, ground and connector integrity|3|Fleet technician|0.0|40.0|0.8|1. Key off, inspect the controller's main connectors for corrosion or a loose pin • 2. Check power and ground straps • 3. Reseat, clear codes
8888|2341|Inspect the sub-network or smart-device connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, identify the smart sensor/actuator or the proprietary 'Machine'/implement CAN segment reporting the fault • 2. Inspect its connector and any bridge/gateway connector on that segment for corrosion or looseness • 3. Clean, reseat, clear codes and retest
8889|2341|Reprogram or update the linked device's configuration/firmware|2|Dealer / specialist|0.0|200.0|1.2|1. Connect the OEM service tool to the ECU that owns the proprietary link • 2. Check for a required configuration file or firmware update for the linked device • 3. Apply the update, clear codes and confirm normal communication resumes
8890|2341|Replace the linked smart sensor, actuator or gateway/bridge module|3|Fleet technician|50.0|700.0|1.5|1. Confirm via the OEM tool that the linked device itself, not just its wiring, has stopped communicating • 2. Remove and replace the smart sensor, actuator or gateway/bridge module • 3. Clear codes and confirm the link re-establishes on the next power cycle
8891|2341|Verify power, ground and continuity on the proprietary link|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the linked device's power and ground pins and confirm battery voltage and a clean ground • 2. Check continuity and check for a short to power or ground on the dedicated sub-network pair • 3. Repair any wiring fault found
9145|2406|Inspect the sub-network or smart-device connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, identify the smart sensor/actuator or the proprietary 'Machine'/implement CAN segment reporting the fault • 2. Inspect its connector and any bridge/gateway connector on that segment for corrosion or looseness • 3. Clean, reseat, clear codes and retest
9146|2406|Reprogram or update the linked device's configuration/firmware|2|Dealer / specialist|0.0|200.0|1.2|1. Connect the OEM service tool to the ECU that owns the proprietary link • 2. Check for a required configuration file or firmware update for the linked device • 3. Apply the update, clear codes and confirm normal communication resumes
9147|2406|Replace the linked smart sensor, actuator or gateway/bridge module|3|Fleet technician|50.0|700.0|1.5|1. Confirm via the OEM tool that the linked device itself, not just its wiring, has stopped communicating • 2. Remove and replace the smart sensor, actuator or gateway/bridge module • 3. Clear codes and confirm the link re-establishes on the next power cycle
9148|2406|Verify power, ground and continuity on the proprietary link|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the linked device's power and ground pins and confirm battery voltage and a clean ground • 2. Check continuity and check for a short to power or ground on the dedicated sub-network pair • 3. Repair any wiring fault found
9384|2471|Inspect and clean the fuel injector connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the injector connector • 2. Check pins for corrosion, heat damage or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
9385|2471|Test the fuel injector driver circuit resistance and wiring|2|Fleet technician|5.0|70.0|1.3|1. Measure coil/solenoid resistance at the connector against OEM spec • 2. Check the harness back to the ECU/injector driver for opens or shorts • 3. Repair or replace the harness section as needed, clear codes
9386|2471|Replace the fuel injector|3|Dealer / specialist|120.0|650.0|1.8|1. Confirm which cylinder/position is faulted from live data or cylinder cutout test • 2. Remove and replace the injector, use new seals/washers per OEM spec • 3. Torque to spec, prime the fuel system, clear codes and road-test
9387|2471|Perform injector trim/coding reset after service|4|Dealer / specialist|0.0|150.0|0.8|1. Enter the injector serial/trim code from the new injector into the ECU (or reset adaptive trims) using the OEM diagnostic tool • 2. Clear codes • 3. Verify smooth idle and no misfire/imbalance codes return
9631|2536|Inspect and clean the DEF supply module pump connector|1|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the DEF supply module pump • 2. Check pins for corrosion and DEF crystal deposits (a white crusty residue) that block the terminals • 3. Clean, apply dielectric grease, reseat, clear codes
9632|2536|Test the DEF supply module pump power, ground and control circuits|2|Fleet technician|5.0|80.0|1.3|1. Back-probe the power, ground and PWM/control signal pins at the connector • 2. Check for battery voltage at the power pin, a clean ground and a valid control signal from the DCU • 3. Repair the faulted circuit, clear codes and re-test
9633|2536|Replace the DEF supply module pump|3|Dealer / specialist|500.0|1600.0|2.5|1. Relieve system pressure and disconnect DEF lines and the electrical connector at the DEF supply module pump • 2. Remove and replace the module/pump assembly with new seals per OEM procedure • 3. Prime the system, clear codes and confirm pressure and flow reach spec
9634|2536|Clear the DEF supply module pump's inlet strainer and suction line of blockage|4|Fleet technician|20.0|150.0|1.2|1. Relieve system pressure and disconnect the suction line at the tank • 2. Pull the in-tank strainer and clear crystallized DEF or debris; check the suction line and fittings for a loose connection drawing air • 3. Reinstall, prime per OEM procedure, clear codes and confirm pressure builds normally
9873|2601|Free up and clean a sticking hydrocarbon (burner) doser|1|Fleet technician|30.0|250.0|1.5|1. Remove the hydrocarbon (burner) doser (or access it in place per OEM procedure) • 2. Clean carbon and soot buildup from the bore/shaft with an approved solvent, working the shaft through its full travel • 3. Reinstall, clear codes and command a full-range sweep with a service tool to confirm smooth travel
9874|2601|Replace the hydrocarbon (burner) doser|2|Dealer / specialist|250.0|1400.0|2.0|1. Remove the hydrocarbon (burner) doser assembly and its gasket/clamp • 2. Install the replacement, torque fasteners per spec and reconnect the harness • 3. Clear codes, run the actuator's self-calibration/learn procedure if the OEM tool supports one, and confirm normal operation
9875|2601|Inspect and clean the hydrocarbon (burner) doser connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the hydrocarbon (burner) doser • 2. Check pins for corrosion and the harness for chafing or heat damage near the exhaust • 3. Apply dielectric grease, reseat, clear codes and cycle the actuator with a service tool
9876|2601|Test the hydrocarbon (burner) doser motor/coil circuit|4|Fleet technician|5.0|70.0|1.2|1. Back-probe the motor or coil circuit at the connector • 2. Check winding resistance against spec and continuity/insulation to ground • 3. Repair chafed or shorted wiring, clear codes and re-test with a commanded sweep
10125|2666|Inspect, clean and reseat the NOx sensor, downstream of SCR connector|1|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the NOx sensor, downstream of SCR circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
10126|2666|Replace the NOx sensor, downstream of SCR|2|Dealer / specialist|300.0|700.0|1.2|1. Confirm the fault follows the NOx sensor, downstream of SCR and not the harness with a swap or resistance check • 2. Remove and replace the sensor at its mounting boss (exhaust pipe for NOx/O2/NH3 sensors, DEF tank for a quality sensor), torquing/sealing per spec - these are heated, CAN-networked smart sensors; aftermarket HD units commonly run $300-700 • 3. Clear codes, allow the sensor to complete its power-up self-test, and verify normal operation through a duty cycle
10127|2666|Test the NOx sensor, downstream of SCR heater, signal and CAN sub-network circuits|3|Fleet technician|5.0|80.0|1.2|1. Back-probe the heater supply, signal and network pins at the connector • 2. Check for battery voltage at the heater pin, correct signal reference and continuity/termination on the sensor's local CAN sub-network • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
10128|2666|Check NOx sensor, downstream of SCR calibration/learned values with a service tool|4|Fleet technician|0.0|0.0|0.6|1. Connect a service tool and compare the sensor's live reading against a known reference (refractometer for DEF quality, a second sensor, or a bench check) • 2. Run the OEM's sensor learn/reset procedure if the reading is offset but the circuit tests good • 3. Clear codes and confirm the reading holds through a duty cycle
10364|2731|Inspect the sub-network or smart-device connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, identify the smart sensor/actuator or the proprietary 'Machine'/implement CAN segment reporting the fault • 2. Inspect its connector and any bridge/gateway connector on that segment for corrosion or looseness • 3. Clean, reseat, clear codes and retest
10365|2731|Reprogram or update the linked device's configuration/firmware|2|Dealer / specialist|0.0|200.0|1.2|1. Connect the OEM service tool to the ECU that owns the proprietary link • 2. Check for a required configuration file or firmware update for the linked device • 3. Apply the update, clear codes and confirm normal communication resumes
10366|2731|Replace the linked smart sensor, actuator or gateway/bridge module|3|Fleet technician|50.0|700.0|1.5|1. Confirm via the OEM tool that the linked device itself, not just its wiring, has stopped communicating • 2. Remove and replace the smart sensor, actuator or gateway/bridge module • 3. Clear codes and confirm the link re-establishes on the next power cycle
10367|2731|Verify power, ground and continuity on the proprietary link|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the linked device's power and ground pins and confirm battery voltage and a clean ground • 2. Check continuity and check for a short to power or ground on the dedicated sub-network pair • 3. Repair any wiring fault found
10606|2796|Check DEF pressure sensor calibration/learned values with a service tool|1|Fleet technician|0.0|0.0|0.6|1. Connect a service tool and compare the sensor's live reading against a known reference (refractometer for DEF quality, a second sensor, or a bench check) • 2. Run the OEM's sensor learn/reset procedure if the reading is offset but the circuit tests good • 3. Clear codes and confirm the reading holds through a duty cycle
10607|2796|Replace the DEF pressure sensor|2|Fleet technician|40.0|300.0|1.0|1. Confirm the fault follows the DEF pressure sensor and not the harness with a swap or resistance check • 2. Remove and replace the component, transferring any mounting hardware • 3. Clear codes and verify normal operation through a duty cycle
10608|2796|Inspect, clean and reseat the DEF pressure sensor connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the DEF pressure sensor circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
10609|2796|Test the DEF pressure sensor circuit for opens, shorts and correct supply voltage|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the circuit at the connector with the harness connected • 2. Check for supply voltage, continuity to the controller and resistance to ground/battery • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
10846|2861|Confirm the engine ECU is transmitting and check its own active codes|1|Fleet technician|0.0|0.0|0.8|1. Connect a J1939 scan tool and confirm the engine ECU is present on the bus and broadcasting the expected PGN • 2. Read the engine ECU's own fault codes; an active engine-side fault often explains why the value is missing or invalid downstream • 3. If the engine ECU shows no fault and is transmitting normally, proceed to the link and receiving-controller checks
10847|2861|Inspect connectors on the engine ECU and the shared backbone|2|Fleet technician|0.0|20.0|0.5|1. Key off, inspect the engine ECU's main connector and the nearest backbone/drop-line connector • 2. Check for corrosion, bent pins or a partially seated connector • 3. Clean, reseat, clear codes and retest
10848|2861|Reconfigure the receiving controller's expected-source parameters|3|Dealer / specialist|0.0|150.0|1.0|1. Connect the OEM service tool to the receiving controller • 2. Check its expected-source and parameter configuration against the OEM specification for this chassis • 3. Reprogram or update as needed, clear codes, and confirm the value now arrives at the expected rate
10849|2861|Verify engine ECU power/ground and backbone termination|4|Fleet technician|5.0|40.0|1.0|1. Back-probe the engine ECU's power and ground pins and confirm battery voltage and a clean ground • 2. With the bus powered down, measure 60 ohms across CAN H/CAN L to confirm backbone termination is intact • 3. Repair any open, shorted or corroded wiring found
11144|2926|Confirm the body controller is transmitting and check its own active codes|1|Fleet technician|0.0|0.0|0.8|1. Connect a J1939 scan tool and confirm the body controller is present on the bus and broadcasting the expected PGN • 2. Read the body controller's own fault codes; an active body-side fault often explains why the switch state is missing or invalid downstream • 3. If the body controller shows no fault and is transmitting normally, proceed to the link and receiving-controller checks
11145|2926|Inspect connectors on the body controller/switch and the shared backbone|2|Fleet technician|0.0|20.0|0.5|1. Key off, inspect the body controller's connector and the physical switch's own connector • 2. Check for corrosion, bent pins or a partially seated connector • 3. Clean, reseat, clear codes and retest
11146|2926|Reconfigure the receiving controller's expected-source parameters|3|Dealer / specialist|0.0|150.0|1.0|1. Connect the OEM service tool to the receiving controller • 2. Check its expected-source and parameter configuration against the OEM specification for this chassis • 3. Reprogram or update as needed, clear codes, and confirm the value now arrives at the expected rate
11147|2926|Verify body controller power/ground and backbone termination|4|Fleet technician|5.0|40.0|1.0|1. Back-probe the body controller's power and ground pins and confirm battery voltage and a clean ground • 2. With the bus powered down, measure 60 ohms across CAN H/CAN L to confirm backbone termination is intact • 3. Repair any open, shorted or corroded wiring found
11421|2991|Inspect and clean the countershaft speed sensor connector|1|Fleet technician|0.0|15.0|0.5|1. Key off, disconnect the sensor connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
11422|2991|Replace the countershaft speed sensor|2|Fleet technician|60.0|200.0|0.8|1. Remove the sensor from its bore • 2. Fit the new sensor, setting the air gap or torque per the Eaton service manual • 3. Reconnect, clear codes and verify live speed data
11423|2991|Test the countershaft speed sensor signal circuit|3|Fleet technician|5.0|60.0|1.0|1. Back-probe the signal and return pins at the TECU connector • 2. Check for chafed or open conductors between the sensor and the TECU • 3. Repair or reseal as needed
11424|2991|Check the sensor air gap and tone ring/gear for damage or debris|4|Fleet technician|20.0|150.0|1.0|1. Remove the sensor and inspect the tip for metal debris or damage • 2. Inspect the tone ring/gear teeth for wear or damage • 3. Clean debris, reset the air gap and reinstall
11681|3056|Inspect connectors on the engine ECU and the shared backbone|1|Fleet technician|0.0|20.0|0.5|1. Key off, inspect the engine ECU's main connector and the nearest backbone/drop-line connector • 2. Check for corrosion, bent pins or a partially seated connector • 3. Clean, reseat, clear codes and retest
11682|3056|Verify engine ECU power/ground and backbone termination|2|Fleet technician|5.0|40.0|1.0|1. Back-probe the engine ECU's power and ground pins and confirm battery voltage and a clean ground • 2. With the bus powered down, measure 60 ohms across CAN H/CAN L to confirm backbone termination is intact • 3. Repair any open, shorted or corroded wiring found
11683|3056|Reconfigure the receiving controller's expected-source parameters|3|Dealer / specialist|0.0|150.0|1.0|1. Connect the OEM service tool to the receiving controller • 2. Check its expected-source and parameter configuration against the OEM specification for this chassis • 3. Reprogram or update as needed, clear codes, and confirm the value now arrives at the expected rate
11684|3056|Confirm the engine ECU is transmitting and check its own active codes|4|Fleet technician|0.0|0.0|0.8|1. Connect a J1939 scan tool and confirm the engine ECU is present on the bus and broadcasting the expected PGN • 2. Read the engine ECU's own fault codes; an active engine-side fault often explains why the value is missing or invalid downstream • 3. If the engine ECU shows no fault and is transmitting normally, proceed to the link and receiving-controller checks
11939|3121|Replace the TECU if the fault persists with no mechanical cause found|1|Dealer / specialist|1200.0|2800.0|3.0|1. Confirm no related rail, range or clutch fault remains active and software is current • 2. Replace the TECU and transfer the vehicle configuration • 3. Run the required calibrations and clear codes
11940|3121|Update the TECU software/calibration to the current Eaton release|2|Dealer / specialist|0.0|150.0|1.0|1. Connect ServiceRanger and check the installed software/calibration level • 2. Apply Eaton's current release if available • 3. Clear codes and monitor for recurrence
11941|3121|Check for related rail, range or clutch faults before further diagnosis|3|Fleet technician|0.0|0.0|0.5|1. Connect ServiceRanger and list all active and stored faults • 2. Resolve any active rail, range or clutch fault first, since this SPN reports the TECU's downstream logic • 3. Clear codes and recheck
12240|3186|Reconfigure the receiving controller's expected-source parameters|1|Dealer / specialist|0.0|150.0|1.0|1. Connect the OEM service tool to the receiving controller • 2. Check its expected-source and parameter configuration against the OEM specification for this chassis • 3. Reprogram or update as needed, clear codes, and confirm the value now arrives at the expected rate
12241|3186|Inspect connectors on the source controller and the shared backbone|2|Fleet technician|0.0|20.0|0.5|1. Key off, inspect the ADS/cruise source controller's connector and the nearest backbone/drop-line connector • 2. Check for corrosion, bent pins or a partially seated connector • 3. Clean, reseat, clear codes and retest
12242|3186|Verify source controller power/ground and backbone termination|3|Fleet technician|5.0|40.0|1.0|1. Back-probe the source controller's power and ground pins and confirm battery voltage and a clean ground • 2. With the bus powered down, measure 60 ohms across CAN H/CAN L to confirm backbone termination is intact • 3. Repair any open, shorted or corroded wiring found
12243|3186|Confirm the ADS/cruise source controller is transmitting and check its own active codes|4|Fleet technician|0.0|0.0|0.8|1. Connect a J1939 scan tool and confirm the ADS or cruise-control source controller is present on the bus and broadcasting the expected PGN • 2. Read that controller's own fault codes; an active source-side fault often explains why the command/status is missing or invalid downstream • 3. If the source controller shows no fault and is transmitting normally, proceed to the link and receiving-controller checks
12488|3251|Verify the TECU is receiving valid J1939 network traffic before treating this as an internal fault|1|Fleet technician|0.0|0.0|0.5|1. Connect ServiceRanger or a bus analyzer and confirm J1939 traffic is present with no bus-off condition • 2. Check for other active network faults (see the network group) that could explain the update-rate/network-error reading • 3. Only proceed to a software update or TECU replacement once the network itself checks out
12489|3251|Update the TECU software/calibration to the current Eaton release|2|Dealer / specialist|0.0|150.0|1.0|1. Connect ServiceRanger and check the installed software/calibration level • 2. Apply Eaton's current release if available • 3. Clear codes and monitor for recurrence
12490|3251|Replace the TECU if the internal fault persists after a software update|3|Dealer / specialist|1200.0|2800.0|3.0|1. Confirm power, ground, network and software have all been ruled out • 2. Replace the TECU and transfer the vehicle configuration with ServiceRanger • 3. Run the required calibrations and clear codes
12491|3251|Verify TECU power, ground and network wiring are within spec|4|Fleet technician|10.0|80.0|1.0|1. Check TECU battery/ignition supply voltage per the TECU power supply family • 2. Check J1939 network wiring per the network group's diagnosis • 3. Repair any fault found before proceeding
12492|3251|Cycle key power and confirm the fault does not immediately return|5|Fleet technician|0.0|0.0|0.3|1. Clear codes with ServiceRanger • 2. Cycle the ignition key off and on • 3. Recheck for the active fault before further diagnosis
12767|3316|Inspect and clean the neutral/reverse output connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the TECU output connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
12768|3316|Test the output circuit for opens, shorts and correct voltage at the receiving device|2|Fleet technician|10.0|80.0|1.0|1. Back-probe the output pin at the TECU connector while commanding the state with ServiceRanger • 2. Trace the circuit to the receiving device (lamp, relay, body controller) and check for opens or shorts • 3. Repair the fault found
12769|3316|Repair or replace chafed harness wiring or a failed output driver|3|Dealer / specialist|50.0|400.0|1.5|1. Repair any chafed or corroded harness section found in the circuit test • 2. If the TECU's own output driver has failed, treat per the TECU internal fault family • 3. Clear codes and re-verify the output
13020|3381|Test the solenoid coil and drive circuit|1|Fleet technician|5.0|60.0|1.0|1. Measure coil resistance against spec with the connector disconnected • 2. Back-probe the drive circuit for opens or shorts • 3. Repair chafed wiring or a failed TECU driver
13021|3381|Inspect and clean the inertia brake solenoid connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
13022|3381|Replace the inertia brake solenoid|3|Dealer / specialist|200.0|500.0|1.5|1. Tag and disconnect the air line and wiring • 2. Remove and replace the solenoid • 3. Reconnect, leak-check the fitting and clear codes
13023|3381|Run the inertia brake relearn procedure with ServiceRanger|4|Dealer / specialist|0.0|0.0|0.8|1. Connect ServiceRanger and select the inertia brake calibration routine • 2. Follow the guided sequence with the engine running • 3. Verify learned values are within spec and clear codes
13284|3446|Inspect and clean the start enable relay socket and TECU-side connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, remove the relay and inspect the socket terminals for corrosion • 2. Check the TECU-side connector pins • 3. Clean, apply dielectric grease and reseat
13285|3446|Test the relay coil drive circuit for opens or shorts|2|Fleet technician|10.0|60.0|1.0|1. With the relay removed, back-probe the coil drive circuit at the TECU connector • 2. Check for continuity to the relay socket and for shorts to power/ground • 3. Repair any chafed or open wiring found
13286|3446|Replace the neutral start enable relay|3|Fleet technician|15.0|80.0|0.5|1. Confirm the relay coil and contacts fail a bench test • 2. Replace with an equivalent-rated relay • 3. Reseat, clear codes and verify cranking only occurs in neutral
13287|3446|Verify relay contacts close and the starter circuit completes when neutral is confirmed|4|Fleet technician|0.0|30.0|0.5|1. With neutral confirmed on the dash/ServiceRanger, listen/feel for the relay to click • 2. Verify voltage reaches the starter solenoid when cranking is attempted • 3. Trace and repair the starter circuit if voltage does not reach it
13553|3511|Verify PTO configuration parameters in ServiceRanger match the installed PTO|1|Dealer / specialist|0.0|150.0|1.0|1. Connect ServiceRanger and open the PTO configuration screen • 2. Compare enabled PTO type/position against the installed hardware • 3. Correct and reprogram if mismatched
13554|3511|Replace the PTO request switch|2|Fleet technician|30.0|120.0|0.8|1. Remove the dash trim to access the switch • 2. Disconnect and replace the switch • 3. Reinstall, clear codes and verify the request in ServiceRanger live data
13555|3511|Inspect and clean the PTO request switch connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the switch connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
13556|3511|Test the PTO request switch signal circuit for a short to ground or intermittent contact|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the request signal circuit at the TECU connector • 2. Operate the switch while monitoring the signal for a clean transition • 3. Repair chafed wiring or replace an intermittent switch
13557|3511|Verify the PTO request message is present and updating at the expected rate|5|Fleet technician|0.0|0.0|0.5|1. Connect ServiceRanger and confirm the PTO request message is present and updating at the expected rate • 2. Check the request circuit's network wiring and termination before assuming a hardware fault • 3. Only replace the switch if the message stays absent or corrupted after the wiring check
13846|3576|Replace the PTO engage solenoid|1|Fleet technician|150.0|400.0|1.2|1. Tag and disconnect the air line and wiring from the solenoid • 2. Remove and replace the solenoid • 3. Reconnect, leak-check the fitting and clear codes
13847|3576|Inspect and clean the PTO engage solenoid connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
13848|3576|Test the PTO engage solenoid coil and drive circuit|3|Fleet technician|5.0|60.0|1.0|1. Measure coil resistance against spec with the connector disconnected • 2. Back-probe the drive circuit for opens or shorts • 3. Repair chafed wiring or a failed TECU driver
13849|3576|Check PTO gear engagement, air supply pressure and the shift fork for binding|4|Dealer / specialist|100.0|800.0|2.0|1. Verify supply air is at or above 100 psi at the PTO solenoid • 2. With the PTO disengaged and safe to access, check gear engagement and shift fork travel for binding • 3. Clear binding, repair the fork if worn and re-verify engagement
